Year,Month,Day,Hour,Po,P,U,Ff,Td,T
2015,4,13,14,757.6,763.9,30.0,6.0,7.7,26.8
2015,4,13,17,761.9,762.5,33.0,3.0,9.1,26.7
2015,4,13,20,757.1,763.5,70.0,2.0,12.9,18.5
2015,4,13,23,764.7,765.3,64.0,2.0,10.9,17.8
2015,4,14,2,758.8,765.1,56.0,3.0,6.8,15.6
2015,4,14,5,764.2,764.8,81.0,2.0,7.2,10.4
2015,4,14,8,759.6,766.0,59.0,2.0,8.6,16.7
2015,4,14,11,765.4,766.0,24.0,2.0,1.0,22.6
2015,4,14,14,757.1,763.4,19.0,2.0,0.8,26.3
2015,4,14,17,761.2,761.8,21.0,2.0,2.7,26.9
2015,4,14,20,755.8,762.1,69.0,2.0,11.4,17.2
2015,4,14,23,762.4,763.0,83.0,1.0,11.3,14.2
2015,4,15,2,755.8,762.1,90.0,2.0,11.0,12.6
2015,4,15,5,760.9,761.5,93.0,2.0,10.7,11.8
2015,4,15,8,756.5,762.9,84.0,1.0,13.2,15.9
2015,4,15,11,762.2,762.8,38.0,3.0,9.6,24.9
2015,4,15,14,754.5,760.8,29.0,5.0,7.8,27.4
2015,4,15,17,759.1,759.7,32.0,6.0,7.9,25.9
2015,4,15,20,754.6,761.0,50.0,3.0,10.5,21.4
2015,4,15,23,762.0,762.6,73.0,1.0,13.0,17.9
2015,4,16,2,755.3,761.6,87.0,1.0,13.2,15.4
2015,4,16,5,760.7,761.3,92.0,2.0,12.6,13.9
2015,4,16,8,756.5,762.8,81.0,1.0,14.6,17.9
2015,4,16,11,762.1,762.7,49.0,1.0,13.7,25.2
2015,4,16,14,754.1,760.3,41.0,2.0,14.4,29.0
2015,4,16,17,758.1,758.7,43.0,2.0,14.4,28.2
2015,4,16,20,753.2,759.5,67.0,1.0,16.8,23.3
2015,4,16,23,759.7,760.3,87.0,1.0,17.2,19.5
2015,4,17,2,753.1,759.4,93.0,1.0,16.5,17.7
2015,4,17,5,758.5,759.1,94.0,2.0,15.6,16.6
2015,4,17,8,753.7,760.0,94.0,1.0,18.7,19.7
2015,4,17,11,759.7,760.3,55.0,5.0,15.8,25.5
2015,4,17,14,751.9,758.1,54.0,6.0,17.0,27.2
2015,4,17,17,756.1,756.7,47.0,5.0,13.7,25.9
2015,4,17,20,751.3,757.6,60.0,3.0,14.8,23.0
2015,4,17,23,757.8,758.4,73.0,4.0,17.4,22.5
2015,4,18,2,751.9,758.1,76.0,1.0,17.3,21.8
2015,4,18,5,756.6,757.2,81.0,2.0,17.8,21.2
2015,4,18,8,751.8,758.0,81.0,2.0,18.6,22.1
2015,4,18,11,757.5,758.1,81.0,4.0,20.8,24.3
2015,4,18,14,750.0,756.2,79.0,4.0,22.0,26.0
2015,4,18,17,754.0,754.6,83.0,4.0,22.4,25.6
2015,4,18,20,749.5,755.7,84.0,4.0,22.3,25.3
2015,4,18,23,756.1,756.7,87.0,3.0,22.5,24.9
2015,4,19,2,750.0,756.1,88.0,2.0,22.5,24.7
2015,4,19,5,755.1,755.7,88.0,4.0,22.5,24.7
2015,4,19,8,750.4,756.5,86.0,4.0,22.5,25.1
2015,4,19,11,756.2,756.8,82.0,2.0,22.6,26.0
2015,4,19,14,748.8,754.9,72.0,4.0,23.3,28.9
2015,4,19,17,753.0,753.6,72.0,4.0,22.9,28.5
2015,4,19,20,748.2,754.3,83.0,6.0,22.6,25.8
2015,4,19,23,755.3,755.9,84.0,3.0,22.5,25.5
2015,4,20,2,748.2,754.3,86.0,3.0,22.6,25.2
2015,4,20,5,754.5,755.1,88.0,2.0,22.8,25.0
2015,4,20,8,749.8,756.0,85.0,2.0,23.0,25.8
2015,4,20,11,756.7,757.3,83.0,5.0,20.2,23.3
2015,4,20,14,749.4,755.5,82.0,3.0,21.0,24.3
2015,4,20,17,754.7,755.3,86.0,7.0,17.4,19.9
2015,4,20,20,751.3,757.6,92.0,4.0,17.1,18.5
2015,4,20,23,758.5,759.1,92.0,5.0,15.8,17.2
2015,4,21,2,752.6,758.9,86.0,4.0,15.4,17.8
2015,4,21,5,758.7,759.3,81.0,4.0,14.5,17.8
2015,4,21,8,754.6,761.0,77.0,4.0,14.3,18.4
2015,4,21,11,761.2,761.8,62.0,4.0,14.1,21.7
2015,4,21,14,753.7,760.0,51.0,4.0,15.0,25.9
2015,4,21,17,759.0,759.6,52.0,4.0,15.0,25.6
2015,4,21,20,754.8,761.1,79.0,3.0,16.8,20.6
2015,4,21,23,761.9,762.5,73.0,1.0,15.6,20.7
2015,4,22,2,755.6,761.9,76.0,1.0,14.3,18.7
2015,4,22,5,761.8,762.4,77.0,3.0,13.2,17.3
2015,4,22,8,757.5,763.8,69.0,2.0,13.8,19.7
2015,4,22,11,763.6,764.2,52.0,2.0,13.7,24.2
2015,4,22,14,756.1,762.4,47.0,2.0,13.5,25.7
2015,4,22,17,761.5,762.1,48.0,3.0,13.6,25.4
2015,4,22,20,757.2,763.5,72.0,2.0,16.8,22.1
2015,4,22,23,763.6,764.2,72.0,1.0,16.1,21.4
2015,4,23,2,757.3,763.6,81.0,2.0,16.8,20.2
2015,4,23,5,763.0,763.6,71.0,2.0,14.8,20.3
2015,4,23,8,757.9,764.2,72.0,1.0,15.1,20.4
2015,4,23,11,764.4,765.0,63.0,2.0,15.4,22.9
2015,4,23,14,757.4,763.7,61.0,3.0,16.6,24.7
2015,4,23,17,762.5,763.1,64.0,2.0,16.9,24.2
2015,4,23,20,757.4,763.7,83.0,1.0,17.9,20.9
2015,4,23,23,764.3,764.9,90.0,1.0,18.3,20.0
2015,4,24,2,757.3,763.6,90.0,1.0,18.2,19.9
2015,4,24,5,762.9,763.5,89.0,1.0,18.0,19.9
2015,4,24,8,758.0,764.3,89.0,1.0,18.5,20.4
2015,4,24,11,764.1,764.7,73.0,2.0,18.7,23.9
2015,4,24,14,756.7,762.9,54.0,2.0,17.1,27.3
2015,4,24,17,761.7,762.3,73.0,2.0,18.8,24.0
2015,4,24,20,756.3,762.6,82.0,1.0,19.0,22.3
2015,4,24,23,762.8,763.4,88.0,2.0,19.1,21.2
2015,4,25,2,756.1,762.4,92.0,1.0,19.1,20.5
2015,4,25,5,761.7,762.3,92.0,1.0,19.1,20.5
2015,4,25,8,757.1,763.4,80.0,2.0,20.0,23.7
2015,4,25,11,763.0,763.6,66.0,2.0,19.7,26.6
2015,4,25,14,755.5,761.8,63.0,2.0,19.5,27.2
2015,4,25,17,760.6,761.2,86.0,1.0,21.8,24.3
2015,4,25,20,755.9,762.1,88.0,1.0,21.3,23.5
2015,4,25,23,762.2,762.8,92.0,1.0,21.3,22.7
2015,4,26,2,755.9,762.1,89.0,2.0,20.5,22.5
2015,4,26,5,761.5,762.1,84.0,2.0,19.3,22.2
2015,4,26,8,757.3,763.6,92.0,1.0,20.0,21.4
2015,4,26,11,763.5,764.1,93.0,1.0,20.3,21.5
2015,4,26,14,756.1,762.3,83.0,1.0,20.5,23.6
2015,4,26,17,760.6,761.2,75.0,1.0,20.1,24.9
2015,4,26,20,755.5,761.8,89.0,1.0,20.6,22.6
2015,4,26,23,761.5,762.1,93.0,1.0,20.0,21.2
2015,4,27,2,755.1,761.4,94.0,2.0,19.4,20.4
2015,4,27,5,760.4,761.0,94.0,1.0,18.8,19.8
2015,4,27,8,755.8,762.1,93.0,1.0,19.9,21.0
2015,4,27,11,761.4,762.0,65.0,2.0,19.2,26.4
2015,4,27,14,753.7,760.0,53.0,3.0,17.9,28.5
2015,4,27,17,757.9,758.5,55.0,2.0,18.4,28.3
2015,4,27,20,752.8,759.1,74.0,1.0,20.2,25.2
2015,4,27,23,759.4,760.0,89.0,1.0,20.3,22.2
2015,4,28,2,752.8,759.0,88.0,2.0,20.8,22.9
2015,4,28,5,757.6,758.2,91.0,1.0,20.3,21.9
